0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,15,2,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,2,2,41,41,41,2,2,80,80,80,80,80,1,110,1,1,1,1,1,0
0,0,0,2,2,41,41,41,0,2,0,0,0,0,0,0,0,0,2,2,2,2,0
0,0,0,2,2,41,41,41,0,2,0,0,0,0,0,0,0,0,2,2,2,2,0
0,0,0,2,2,1,1,1,2,2,0,0,0,0,0,0,0,0,2,2,2,2,0
0,0,0,2,0,41,41,41,2,2,0,0,0,0,0,0,0,0,2,2,2,2,0
0,0,0,2,0,41,41,41,2,2,0,0,0,0,50,0,0,0,0,0,0,0,0
0,0,0,2,2,41,41,41,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,0,2,2,41,41,41,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,0,2,2,41,41,41,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,0,2,2,1,1,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
0,0,0,2,2,41,41,41,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
0,0,0,2,2,41,41,41,41,41,41,41,41,1,41,41,41,41,41,41,52,120,0
0,0,0,2,2,41,41,41,41,41,41,41,41,1,41,41,41,41,41,41,52,80,0
0,0,0,2,2,2,2,0,41,41,0,2,2,2,2,0,0,0,0,0,0,0,0
0,0,0,2,0,2,2,0,41,41,0,2,0,2,2,0,0,0,0,0,0,0,0
0,0,0,2,0,2,2,2,82,82,2,2,2,2,2,0,0,0,0,0,0,0,0
0,0,0,2,2,2,0,2,1,1,2,2,2,0,2,0,0,0,0,0,0,0,0
0,0,0,2,2,2,2,2,1,1,2,2,0,2,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,41,0,41,2,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,41,41,2,2,0,0,0,0,0,0,0,0
0,2,2,2,1,1,1,0,1,1,41,41,41,2,2,0,0,0,0,0,0,0,0
0,41,41,41,41,2,2,0,1,1,41,41,41,2,2,0,0,0,0,0,0,0,0
0,1,41,41,41,2,2,0,1,1,41,41,41,2,2,0,0,4,4,4,4,4,0
0,1,41,41,1,1,2,0,1,1,41,41,41,2,2,0,0,4,0,0,0,4,0
0,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,92,120,0
0,2,2,41,41,2,2,0,1,1,41,41,41,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@
200,200
