0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,12,12,12,15,40,40,40,40,40,40,40,40,40,40,40,0,0,0,0,0,41,41,41,41,41,41,41,41,41,41,30,30,30,30,1,0,0,0
0,11,1,1,1,21,12,15,1,1,1,1,1,1,1,1,40,0,0,0,0,0,41,41,41,30,30,30,41,41,41,41,41,41,41,30,1,1,1,0
0,11,1,13,1,11,0,11,1,0,1,1,0,1,1,1,1,1,1,1,1,30,41,41,41,30,30,41,41,41,41,41,41,0,41,30,1,50,1,0
0,11,1,1,1,21,12,16,1,1,1,1,1,1,1,1,40,0,1,0,0,0,41,41,41,41,41,41,41,41,41,41,41,41,41,30,1,1,1,0
0,17,12,12,12,16,40,40,40,40,40,40,40,40,40,40,40,0,52,0,40,0,41,41,41,41,41,41,41,41,41,41,30,30,30,30,1,0,52,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,40,1,40,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,40,40,1,40,40,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,40,40,1,1,1,40,40,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
